Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,1st_Team_AllPro,Pro_Bowl,Years_As_Starter,Weighted_Aprox_Value,DrAV,G,Pass_Completed,Pass_Attempts,Pass_Yards,Pass_TDs,Interceptions_Thrown,Rush_Attempts,Rush_Yards,Rush_TDs,Receptions,Receiving_Yards,Receiving_Touchdowns,Solo_Tackles,Interceptions,Sack,-9999
Coby Bryant,6-1,193.0,4.54,37.5,17.0,121.0,,,BryaCo01,4.0,109.0,SEA,CB,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,,2.0,BryaCo01
Spencer Burford,6-4,304.0,5.19,27.5,26.3,105.0,7.6594999999999995,4.73,BurfSp00,4.0,134.0,SFO,OL,23.0,2022.0,0.0,0.0,1.0,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,BurfSp00
Treylon Burks,6-2,225.0,4.55,33.0,,122.0,7.28,4.308750000000001,BurkTr00,1.0,18.0,TEN,WR,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,0.0,33.0,444.0,1.0,,,,BurkTr00
Matthew Butler,6-4,297.0,5.0,32.0,17.0,112.0,7.89,4.81,ButlMa02,5.0,175.0,LVR,DT,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.5,ButlMa02
Percy Butler,6-0,194.0,4.36,31.5,19.0,123.0,6.760000000000001,4.260000000000001,ButlPe00,4.0,113.0,WAS,S,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,ButlPe00
Grant Calcaterra,6-4,241.0,4.62,33.0,20.0,120.4,7.047499999999999,4.46,CalcGr00,6.0,198.0,PHI,TE,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,0.0,,,,CalcGr00
Jake Camarda,6-1,193.0,4.56,32.0,,121.0,,,CamaJa00,4.0,133.0,TAM,P,23.0,2022.0,0.0,0.0,1.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,CamaJa00
Chance Campbell,6-2,232.0,4.57,39.5,23.75,127.0,7.03,4.326666666666667,CampCh02,6.0,219.0,TEN,LB,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,CampCh02
Ja'Tyre Carter,6-3,311.0,5.13,30.0,26.3,108.0,7.84,4.9,CartJa04,7.0,226.0,CHI,OL,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CartJa04
Zachary Carter,6-4,282.0,4.99,27.5,19.0,110.0,7.050000000000001,4.338,CartZa00,3.0,95.0,CIN,DE,23.0,2022.0,0.0,0.0,1.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.5,CartZa00
Tariq Castro-Fields,6-1,197.0,4.38,37.5,17.0,121.0,,,CastTa00,6.0,221.0,SFO,CB,23.0,2022.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CastTa00
Leo Chenal,6-3,250.0,4.53,40.5,23.75,128.0,7.03,4.326666666666667,ChenLe00,3.0,103.0,KAN,LB,21.0,2022.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,1.0,ChenLe00
Lewis Cine,6-2,199.0,4.37,36.5,16.666666666666668,133.0,6.686666666666667,4.08,CineLe00,1.0,32.0,MIN,DB,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CineLe00
Damone Clark,6-3,239.0,4.57,36.5,23.75,127.0,7.12,4.326666666666667,ClarDa02,5.0,176.0,DAL,LB,22.0,2022.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,ClarDa02
Micheal Clemons,6-5,263.0,5.008749999999999,27.875,24.0,116.0,7.876666666666666,4.704,ClemMi03,4.0,117.0,NYJ,DT,25.0,2022.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,2.5,ClemMi03
Snoop Conner,5-10,222.0,4.59,29.5,25.0,118.0,,,ConnSn00,5.0,154.0,JAX,RB,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,42.0,1.0,0.0,0.0,0.0,1.0,,,ConnSn00
Bryan Cook,6-1,206.0,4.4383333333333335,35.666666666666664,19.0,125.16666666666667,6.760000000000001,4.260000000000001,CookBr02,2.0,62.0,KAN,S,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,1.0,CookBr02
James Cook,5-11,199.0,4.42,33.0,23.5,124.0,,,CookJa01,2.0,63.0,BUF,RB,22.0,2022.0,0.0,0.0,0.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,507.0,2.0,21.0,180.0,1.0,1.0,,,CookJa01
Matt Corral,6-2,212.0,4.776,31.5,,117.25,7.1375,4.3420000000000005,CorrMa00,3.0,94.0,CAR,QB,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,CorrMa00
Charles Cross,6-5,307.0,4.95,26.0,26.3,112.0,7.88,4.61,CrosCh00,1.0,9.0,SEA,OL,21.0,2022.0,0.0,0.0,1.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CrosCh00
Nick Cross,6-0,212.0,4.34,37.0,16.666666666666668,130.0,6.686666666666667,4.08,CrosNi00,3.0,96.0,IND,DB,20.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,CrosNi00
Jordan Davis,6-6,341.0,4.78,32.0,23.333333333333332,123.0,7.876666666666666,4.704,DaviJo03,1.0,13.0,PHI,DT,22.0,2022.0,0.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,DaviJo03
Kalia Davis,6-1,302.0,5.008749999999999,27.875,23.333333333333332,110.0,7.876666666666666,4.704,DaviKa01,6.0,220.0,SFO,DT,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,DaviKa01
Tyrion Davis-Price,6-0,211.0,4.48,30.0,23.5,117.0,,,DaviTy03,3.0,93.0,SFO,RB,21.0,2022.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,99.0,0.0,0.0,0.0,0.0,,,,DaviTy03
Nakobe Dean,5-11,229.0,4.563529411764705,36.578947368421055,23.75,125.05263157894737,7.03,4.326666666666667,DeanNa00,3.0,83.0,PHI,LB,21.0,2022.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,DeanNa00
Dawson Deaton,6-6,306.0,5.12,29.0,24.0,108.0,7.52,4.49,DeatDa00,7.0,246.0,CLE,OL,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,DeatDa00
Austin Deculus,6-5,321.0,5.08,28.5,24.5,109.0,7.9159999999999995,4.99,DecuAu00,6.0,205.0,HOU,T,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,DecuAu00
Jahan Dotson,5-11,178.0,4.43,36.0,,121.0,7.28,4.308750000000001,DotsJa00,1.0,16.0,WAS,WR,22.0,2022.0,0.0,0.0,1.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,0.0,35.0,523.0,7.0,2.0,,,DotsJa00
Romeo Doubs,6-2,201.0,4.431111111111111,35.63157894736842,,125.15789473684211,7.098000000000001,4.308750000000001,DoubRo00,4.0,132.0,GNB,WR,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,42.0,425.0,3.0,,,,DoubRo00
Greg Dulcich,6-4,243.0,4.69,34.0,16.0,122.0,7.05,4.37,DulcGr00,3.0,80.0,DEN,TE,22.0,2022.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,411.0,2.0,,,,DulcGr00
Cobie Durant,5-10,180.0,4.38,36.55,16.666666666666668,127.44444444444444,6.686666666666667,4.08,DuraDe01,4.0,142.0,LAR,DB,24.0,2022.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,DuraDe01
Arnold Ebiketie,6-2,250.0,4.726923076923077,38.0,21.0,128.0,7.050000000000001,4.338,EbikAr00,2.0,38.0,ATL,DE,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,2.5,EbikAr00
Trestan Ebner,5-11,206.0,4.43,30.0,23.5,121.0,,,EbneTr00,6.0,203.0,CHI,RB,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,54.0,0.0,2.0,8.0,0.0,3.0,,,EbneTr00
Ikem Ekwonu,6-4,310.0,4.93,29.0,24.5,108.0,7.82,4.73,EkwoIk00,1.0,6.0,CAR,T,21.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EkwoIk00
Kaiir Elam,6-2,191.0,4.39,37.5,17.0,121.0,,,ElamKa00,1.0,23.0,BUF,CB,21.0,2022.0,0.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,,ElamKa00
Martin Emerson,6-2,201.0,4.53,37.5,17.0,121.0,,,EmerMa00,3.0,68.0,CLE,CB,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,1.0,EmerMa00
Kingsley Enagbare,6-4,258.0,4.87,36.5,22.0,117.0,7.050000000000001,4.338,EnagKi00,5.0,179.0,GNB,DE,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,3.0,EnagKi00
Akayleb Evans,6-2,197.0,4.46,36.0,16.666666666666668,129.0,6.686666666666667,4.08,EvanAk00,4.0,118.0,MIN,DB,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,,EvanAk00
Joshua Ezeudu,6-4,308.0,5.19,28.5,26.3,105.0,7.83,4.56,EzeuJo00,3.0,67.0,NYG,OL,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EzeuJo00
Erik Ezukanma,6-2,209.0,4.431111111111111,36.5,,126.0,7.098000000000001,4.38,EzukEr00,4.0,125.0,MIA,WR,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,EzukEr00
Daniel Faalele,6-8,384.0,5.134285714285714,26.428571428571427,24.0,105.71428571428571,7.9159999999999995,4.8133333333333335,FaalDa00,4.0,110.0,BAL,T,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,FaalDa00
Neil Farrell,6-4,330.0,5.41,21.5,23.333333333333332,110.0,8.41,4.704,FarrNe00,4.0,126.0,LVR,DT,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,FarrNe00
Jake Ferguson,6-5,250.0,4.81,31.5,15.0,118.0,7.03,4.48,FergJa00,4.0,129.0,DAL,TE,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,174.0,2.0,1.0,,,FergJa00
Cordale Flott,6-1,175.0,4.427272727272728,37.5,17.0,121.0,,,FlotCo00,3.0,81.0,NYG,CB,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,FlotCo00
Jerome Ford,5-11,210.0,4.46,31.0,23.5,118.0,,,FordJe00,5.0,156.0,CLE,RB,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,,,FordJe00
Jonathan Ford,6-5,333.0,5.008749999999999,29.0,23.333333333333332,102.0,7.876666666666666,4.704,FordJo00,7.0,234.0,GNB,DT,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,FordJo00
Luke Fortner,6-4,307.0,5.21,24.0,32.0,102.0,7.75,4.95,FortLu01,3.0,65.0,JAX,G,24.0,2022.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,FortLu01
Trenton Gill,6-4,220.0,4.63,32.0,,121.0,,,GillTr01,7.0,255.0,CHI,P,23.0,2022.0,0.0,0.0,1.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,GillTr01
Luke Goedeke,6-5,312.0,5.136666666666667,27.59259259259259,26.0,107.78571428571429,7.6594999999999995,4.699583333333333,GoedLu00,2.0,57.0,TAM,OL,23.0,2022.0,0.0,0.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,GoedLu00
Kyler Gordon,6-0,194.0,4.52,37.5,17.0,121.0,,,GordKy00,2.0,39.0,CHI,CB,22.0,2022.0,0.0,0.0,1.0,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,,GordKy00
Danny Gray,6-0,186.0,4.33,34.0,,126.0,7.098000000000001,4.308750000000001,GrayDa02,3.0,105.0,SFO,WR,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,10.0,0.0,,,,GrayDa02
Kenyon Green,6-4,323.0,5.24,26.0,20.0,102.0,7.6594999999999995,5.12,GreeKe03,1.0,15.0,HOU,OL,21.0,2022.0,0.0,0.0,1.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,GreeKe03
Breece Hall,5-11,217.0,4.39,40.0,23.5,126.0,,,HallBr03,2.0,36.0,NYJ,RB,21.0,2022.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,80.0,463.0,4.0,19.0,218.0,1.0,1.0,,,HallBr03
Logan Hall,6-6,283.0,4.88,30.0,22.0,118.07692307692308,7.25,4.44,HallLo00,2.0,33.0,TAM,DE,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,2.5,HallLo00
Kyle Hamilton,6-4,220.0,4.59,38.0,19.0,131.0,6.9,4.32,HamiKy00,1.0,14.0,BAL,S,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,2.0,HamiKy00
Christian Harris,6-1,226.0,4.44,34.5,23.75,132.0,7.03,4.326666666666667,HarrCh06,3.0,75.0,HOU,LB,21.0,2022.0,0.0,0.0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,HarrCh06
Kevin Harris,5-10,221.0,4.480666666666667,38.5,21.0,126.0,,,HarrKe01,6.0,183.0,NWE,RB,21.0,2022.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,1.0,0.0,0.0,0.0,,,,HarrKe01
Hassan Haskins,6-2,228.0,4.480666666666667,33.529411764705884,27.0,121.0,,,HaskHa00,4.0,131.0,TEN,RB,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,93.0,0.0,11.0,57.0,0.0,9.0,,,HaskHa00
Marquis Hayes,6-5,318.0,5.3,23.5,26.3,102.0,7.6594999999999995,4.699583333333333,HayeMa00,7.0,257.0,ARI,OL,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,HayeMa00
Connor Heyward,5-11,233.0,4.72,32.5,19.22222222222222,120.4,7.047499999999999,4.46,HeywCo00,6.0,208.0,PIT,TE,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,12.0,151.0,1.0,3.0,,,HeywCo00
Daxton Hill,6-0,191.0,4.38,33.5,16.666666666666668,121.0,6.57,4.06,HillDa04,1.0,31.0,CIN,DB,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,HillDa04
Chasen Hines,6-3,327.0,5.22,30.5,32.0,108.0,7.646666666666666,4.723333333333334,HineCh00,6.0,210.0,NWE,G,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,HineCh00
Sam Howell,6-1,218.0,4.776,31.5,,117.25,7.1375,4.3420000000000005,HoweSa00,5.0,144.0,WAS,QB,21.0,2022.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,19.0,169.0,1.0,1.0,5.0,35.0,1.0,0.0,0.0,0.0,,,,HoweSa00
Aidan Hutchinson,6-7,260.0,4.74,36.0,22.0,117.0,6.73,4.15,HutcAi00,1.0,2.0,DET,DE,22.0,2022.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,9.5,HutcAi00
Jermaine Johnson II,6-5,254.0,4.58,32.0,23.75,125.0,7.03,4.326666666666667,JohnJe07,1.0,26.0,NYJ,LB,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,2.5,JohnJe07
Ed Ingram,6-3,307.0,5.02,20.5,32.0,102.0,7.81,4.76,IngrEd00,2.0,59.0,MIN,G,23.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,IngrEd00
Keaontay Ingram,6-0,221.0,4.53,34.5,23.5,122.0,,,IngrKe01,6.0,201.0,ARI,RB,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,27.0,60.0,1.0,4.0,21.0,0.0,1.0,,,IngrKe01
D'Marco Jackson,6-1,233.0,4.55,33.0,23.75,125.0,7.03,4.326666666666667,JackDM00,5.0,161.0,NOR,LB,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,JackDM00
Drake Jackson,6-3,254.0,4.54,36.5,,127.0,7.07,4.23,JackDr01,2.0,61.0,SFO,OLB,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,JackDr01
Jordan Jackson,6-5,294.0,5.008749999999999,27.875,23.333333333333332,110.0,7.876666666666666,4.704,JackJo06,6.0,194.0,NOR,DT,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,JackJo06
Zion Johnson,6-3,312.0,5.18,32.0,32.0,112.0,7.38,4.46,JohnZi00,1.0,17.0,LAC,G,22.0,2022.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,JohnZi00
Braxton Jones,6-5,310.0,4.97,25.5,26.3,108.0,7.6594999999999995,4.84,JoneBr08,5.0,168.0,CHI,OL,23.0,2022.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,JoneBr08
Jack Jones,5-11,171.0,4.51,36.55,16.666666666666668,127.44444444444444,6.686666666666667,4.08,JoneJa10,4.0,121.0,NWE,DB,24.0,2022.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,,JoneJa10
Marcus Jones,5-8,174.0,4.427272727272728,37.5,17.0,121.0,,,JoneMa06,3.0,85.0,NWE,CB,23.0,2022.0,1.0,0.0,0.0,10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0,1.0,34.0,2.0,,JoneMa06
Travis Jones,6-4,325.0,4.92,28.5,23.333333333333332,110.0,7.33,4.58,JoneTr00,3.0,76.0,BAL,DT,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,1.0,JoneTr00
Kerby Joseph,6-1,203.0,4.431333333333334,38.5,18.0,123.0,6.686666666666667,4.08,JoseKe03,3.0,97.0,DET,DB,21.0,2022.0,0.0,0.0,1.0,5.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,,JoseKe03
Derion Kendrick,6-0,194.0,4.431333333333334,36.55,16.666666666666668,127.44444444444444,6.686666666666667,4.08,KendDe00,6.0,212.0,LAR,DB,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,,KendDe00
Darian Kinnard,6-5,322.0,5.31,25.0,24.5,99.0,8.11,4.96,KinnDa00,5.0,145.0,KAN,T,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,KinnDa00
Charlie Kolar,6-7,252.0,4.67,33.0,19.22222222222222,120.4,7.047499999999999,4.46,KolaCh00,4.0,128.0,BAL,TE,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,,,,KolaCh00
Quentin Lake,6-1,201.0,4.59,36.55,16.666666666666668,127.44444444444444,6.686666666666667,4.08,LakeQu00,6.0,211.0,LAR,DB,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,1.0,LakeQu00
DeMarvin Leal,6-4,283.0,5.0,27.5,23.333333333333332,106.0,7.876666666666666,4.49,LealDe00,3.0,84.0,PIT,DT,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,LealDe00
Isaiah Likely,6-5,245.0,4.67,36.0,19.22222222222222,120.4,7.047499999999999,4.57,LikeIs00,4.0,139.0,BAL,TE,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,373.0,3.0,1.0,,,LikeIs00
Tyler Linderbaum,6-2,296.0,5.136666666666667,27.59259259259259,26.3,107.78571428571429,7.6594999999999995,4.699583333333333,LindTy00,1.0,25.0,BAL,OL,22.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LindTy00
Devin Lloyd,6-3,237.0,4.66,35.0,25.0,126.0,7.03,4.326666666666667,LloyDe00,1.0,27.0,JAX,LB,23.0,2022.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,,LloyDe00
Drake London,6-4,219.0,4.431111111111111,35.63157894736842,,125.15789473684211,7.098000000000001,4.308750000000001,LondDr00,1.0,8.0,ATL,WR,21.0,2022.0,0.0,0.0,1.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,866.0,4.0,2.0,,,LondDr00
Vederian Lowe,6-5,314.0,5.22,25.5,26.3,99.0,7.83,4.71,LoweVe00,6.0,184.0,MIN,OL,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LoweVe00
Abraham Lucas,6-6,315.0,4.92,27.0,24.0,107.0,7.25,4.4,LucaAb00,3.0,72.0,SEA,OL,23.0,2022.0,0.0,0.0,1.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,LucaAb00
Chase Lucas,5-11,180.0,4.48,39.0,16.666666666666668,128.0,6.686666666666667,4.08,LucaCh01,7.0,237.0,DET,DB,25.0,2022.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,LucaCh01
Jesse Luketa,6-3,253.0,4.89,37.5,23.75,114.0,7.03,4.326666666666667,LukeJe00,7.0,256.0,ARI,LB,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,LukeJe00
Boye Mafe,6-4,261.0,4.53,38.0,22.0,125.0,7.050000000000001,4.338,MafeBo00,2.0,40.0,SEA,DE,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,3.0,MafeBo00
